Support Library class,Android X class,Similarity,Support,AndroidX,Percentage
android.support.v17.leanback.widget.ImeKeyMonitor,androidx.leanback.widget.ImeKeyMonitor,1,0,0,0
android.support.v17.leanback.widget.InvisibleRowPresenter,androidx.leanback.widget.InvisibleRowPresenter,1,0,1,0.0%
android.support.v17.leanback.widget.ItemAlignment,androidx.leanback.widget.ItemAlignment,1,0,0,0
android.support.v17.leanback.widget.ItemAlignmentFacet,androidx.leanback.widget.ItemAlignmentFacet,1,0,7,0.0%
android.support.v17.leanback.widget.ItemAlignmentFacetHelper,androidx.leanback.widget.ItemAlignmentFacetHelper,1,0,0,0
android.support.v17.leanback.widget.ItemBridgeAdapter,androidx.leanback.widget.ItemBridgeAdapter,1,0,10,0.0%
android.support.v17.leanback.widget.ItemBridgeAdapterShadowOverlayWrapper,androidx.leanback.widget.ItemBridgeAdapterShadowOverlayWrapper,1,0,0,0
android.support.v17.leanback.widget.ListRow,androidx.leanback.widget.ListRow,1,0,24,0.0%
android.support.v17.leanback.widget.ListRowHoverCardView,androidx.leanback.widget.ListRowHoverCardView,1,0,0,0
android.support.v17.leanback.widget.ListRowPresenter,androidx.leanback.widget.ListRowPresenter,1,0,25,0.0%
android.support.v17.leanback.widget.ListRowView,androidx.leanback.widget.ListRowView,1,0,2,0.0%
android.support.v17.leanback.widget.MediaItemActionPresenter,androidx.leanback.widget.MediaItemActionPresenter,1,0,0,0
android.support.v17.leanback.widget.MediaNowPlayingView,androidx.leanback.widget.MediaNowPlayingView,1,0,0,0
android.support.v17.leanback.widget.MediaRowFocusView,androidx.leanback.widget.MediaRowFocusView,1,0,0,0
android.support.v17.leanback.widget.MultiActionsProvider,androidx.leanback.widget.MultiActionsProvider,1,0,0,0
android.support.v17.leanback.widget.NonOverlappingFrameLayout,androidx.leanback.widget.NonOverlappingFrameLayout,1,0,0,0
android.support.v17.leanback.widget.NonOverlappingLinearLayout,androidx.leanback.widget.NonOverlappingLinearLayout,1,0,0,0
android.support.v17.leanback.widget.NonOverlappingLinearLayoutWithForeground,androidx.leanback.widget.NonOverlappingLinearLayoutWithForeground,1,0,0,0
android.support.v17.leanback.widget.NonOverlappingRelativeLayout,androidx.leanback.widget.NonOverlappingRelativeLayout,1,0,0,0
android.support.v17.leanback.widget.NonOverlappingView,androidx.leanback.widget.NonOverlappingView,1,0,0,0
android.support.v17.leanback.widget.ObjectAdapter,androidx.leanback.widget.ObjectAdapter,1,0,21,0.0%
android.support.v17.leanback.widget.OnActionClickedListener,androidx.leanback.widget.OnActionClickedListener,1,0,2,0.0%
android.support.v17.leanback.widget.OnChildLaidOutListener,androidx.leanback.widget.OnChildLaidOutListener,1,0,0,0
android.support.v17.leanback.widget.OnChildSelectedListener,androidx.leanback.widget.OnChildSelectedListener,1,0,0,0
android.support.v17.leanback.widget.OnChildViewHolderSelectedListener,androidx.leanback.widget.OnChildViewHolderSelectedListener,1,0,5,0.0%
android.support.v17.leanback.widget.OnItemViewClickedListener,androidx.leanback.widget.OnItemViewClickedListener,1,0,0,0
android.support.v17.leanback.widget.OnItemViewSelectedListener,androidx.leanback.widget.OnItemViewSelectedListener,1,0,0,0
android.support.v17.leanback.widget.PageRow,androidx.leanback.widget.PageRow,1,0,12,0.0%
android.support.v17.leanback.widget.PagingIndicator,androidx.leanback.widget.PagingIndicator,1,0,1,0.0%
android.support.v17.leanback.widget.Parallax,androidx.leanback.widget.Parallax,1,0,1,0.0%
android.support.v17.leanback.widget.ParallaxEffect,androidx.leanback.widget.ParallaxEffect,1,0,1,0.0%
android.support.v17.leanback.widget.ParallaxTarget,androidx.leanback.widget.ParallaxTarget,1,0,1,0.0%
android.support.v17.leanback.widget.PersistentFocusWrapper,androidx.leanback.widget.PersistentFocusWrapper,1,0,0,0
android.support.v17.leanback.widget.picker.DatePicker,androidx.leanback.widget.picker.DatePicker,1,0,12,0.0%
android.support.v17.leanback.widget.picker.Picker,androidx.leanback.widget.picker.Picker,1,0,2,0.0%
android.support.v17.leanback.widget.picker.PickerColumn,androidx.leanback.widget.picker.PickerColumn,1,0,0,0
android.support.v17.leanback.widget.picker.PickerUtility,androidx.leanback.widget.picker.PickerUtility,1,0,0,0
android.support.v17.leanback.widget.picker.TimePicker,androidx.leanback.widget.picker.TimePicker,1,0,0,0
android.support.v17.leanback.widget.PlaybackControlsPresenter,androidx.leanback.widget.PlaybackControlsPresenter,1,0,0,0
android.support.v17.leanback.widget.PlaybackControlsRow,androidx.leanback.widget.PlaybackControlsRow,1,0,11,0.0%
android.support.v17.leanback.widget.PlaybackControlsRowPresenter,androidx.leanback.widget.PlaybackControlsRowPresenter,1,0,3,0.0%
android.support.v17.leanback.widget.PlaybackControlsRowView,androidx.leanback.widget.PlaybackControlsRowView,1,0,0,0
android.support.v17.leanback.widget.PlaybackRowPresenter,androidx.leanback.widget.PlaybackRowPresenter,1,0,0,0
android.support.v17.leanback.widget.PlaybackSeekDataProvider,androidx.leanback.widget.PlaybackSeekDataProvider,1,0,10,0.0%
android.support.v17.leanback.widget.PlaybackSeekUi,androidx.leanback.widget.PlaybackSeekUi,1,0,1,0.0%
android.support.v17.leanback.widget.PlaybackTransportRowPresenter,androidx.leanback.widget.PlaybackTransportRowPresenter,1,0,9,0.0%
android.support.v17.leanback.widget.PlaybackTransportRowView,androidx.leanback.widget.PlaybackTransportRowView,1,0,0,0
android.support.v17.leanback.widget.Presenter,androidx.leanback.widget.Presenter,1,0,26,0.0%
android.support.v17.leanback.widget.PresenterSelector,androidx.leanback.widget.PresenterSelector,1,0,16,0.0%
android.support.v17.leanback.widget.PresenterSwitcher,androidx.leanback.widget.PresenterSwitcher,1,0,0,0
android.support.v17.leanback.widget.RecyclerViewParallax,androidx.leanback.widget.RecyclerViewParallax,1,0,1,0.0%
android.support.v17.leanback.widget.ResizingTextView,androidx.leanback.widget.ResizingTextView,1,0,0,0
android.support.v17.leanback.widget.RoundedRectHelper,androidx.leanback.widget.RoundedRectHelper,1,0,0,0
android.support.v17.leanback.widget.RoundedRectHelperApi21,androidx.leanback.widget.RoundedRectHelperApi21,1,0,0,0
android.support.v17.leanback.widget.Row,androidx.leanback.widget.Row,1,0,21,0.0%
android.support.v17.leanback.widget.RowContainerView,androidx.leanback.widget.RowContainerView,1,0,0,0
android.support.v17.leanback.widget.RowHeaderPresenter,androidx.leanback.widget.RowHeaderPresenter,1,0,14,0.0%
android.support.v17.leanback.widget.RowHeaderView,androidx.leanback.widget.RowHeaderView,1,0,0,0
android.support.v17.leanback.widget.RowPresenter,androidx.leanback.widget.RowPresenter,1,0,15,0.0%
android.support.v17.leanback.widget.ScaleFrameLayout,androidx.leanback.widget.ScaleFrameLayout,1,0,2,0.0%
android.support.v17.leanback.widget.SearchBar,androidx.leanback.widget.SearchBar,1,0,23,0.0%
android.support.v17.leanback.widget.SearchEditText,androidx.leanback.widget.SearchEditText,0.9995,0,18,0.0%
android.support.v17.leanback.widget.SearchOrbView,androidx.leanback.widget.SearchOrbView,1,0,19,0.0%
android.support.v17.leanback.widget.SectionRow,androidx.leanback.widget.SectionRow,1,0,0,0
android.support.v17.leanback.widget.SeekBar,androidx.leanback.widget.SeekBar,1,0,0,0
android.support.v17.leanback.widget.ShadowHelper,androidx.leanback.widget.ShadowHelper,1,0,0,0
android.support.v17.leanback.widget.ShadowHelperApi21,androidx.leanback.widget.ShadowHelperApi21,1,0,0,0
android.support.v17.leanback.widget.ShadowOverlayContainer,androidx.leanback.widget.ShadowOverlayContainer,1,0,3,0.0%
android.support.v17.leanback.widget.ShadowOverlayHelper,androidx.leanback.widget.ShadowOverlayHelper,1,0,1,0.0%
android.support.v17.leanback.widget.SinglePresenterSelector,androidx.leanback.widget.SinglePresenterSelector,1,0,2,0.0%
android.support.v17.leanback.widget.SingleRow,androidx.leanback.widget.SingleRow,1,0,0,0
android.support.v17.leanback.widget.SparseArrayObjectAdapter,androidx.leanback.widget.SparseArrayObjectAdapter,1,0,9,0.0%
android.support.v17.leanback.widget.SpeechOrbView,androidx.leanback.widget.SpeechOrbView,1,0,11,0.0%
android.support.v17.leanback.widget.SpeechRecognitionCallback,androidx.leanback.widget.SpeechRecognitionCallback,1,0,0,0
android.support.v17.leanback.widget.StaggeredGrid,androidx.leanback.widget.StaggeredGrid,0.9976,0,0,0
android.support.v17.leanback.widget.StaggeredGridDefault,androidx.leanback.widget.StaggeredGridDefault,0.9968,0,0,0
android.support.v17.leanback.widget.StaticShadowHelper,androidx.leanback.widget.StaticShadowHelper,1,0,0,0
android.support.v17.leanback.widget.StreamingTextView,androidx.leanback.widget.StreamingTextView,1,0,0,0
android.support.v17.leanback.widget.ThumbsBar,androidx.leanback.widget.ThumbsBar,1,0,0,0
android.support.v17.leanback.widget.TitleHelper,androidx.leanback.widget.TitleHelper,1,0,1,0.0%
android.support.v17.leanback.widget.TitleView,androidx.leanback.widget.TitleView,1,0,2,0.0%
android.support.v17.leanback.widget.TitleViewAdapter,androidx.leanback.widget.TitleViewAdapter,1,0,9,0.0%
android.support.v17.leanback.widget.Util,androidx.leanback.widget.Util,1,0,0,0
android.support.v17.leanback.widget.VerticalGridPresenter,androidx.leanback.widget.VerticalGridPresenter,1,0,15,0.0%
android.support.v17.leanback.widget.VerticalGridView,androidx.leanback.widget.VerticalGridView,0.9965,0,10,0.0%
android.support.v17.leanback.widget.VideoSurfaceView,androidx.leanback.widget.VideoSurfaceView,1,0,0,0
android.support.v17.leanback.widget.ViewHolderTask,androidx.leanback.widget.ViewHolderTask,1,0,0,0
android.support.v17.leanback.widget.ViewsStateBundle,androidx.leanback.widget.ViewsStateBundle,0.9925,0,0,0
android.support.v17.leanback.widget.Visibility,androidx.leanback.widget.Visibility,1,0,0,0
android.support.v17.leanback.widget.WindowAlignment,androidx.leanback.widget.WindowAlignment,0.9968,0,0,0
android.support.v17.preference.BaseLeanbackPreferenceFragment,androidx.leanback.preference.BaseLeanbackPreferenceFragment,1,0,0,0
android.support.v17.preference.LeanbackListPreferenceDialogFragment,androidx.leanback.preference.LeanbackListPreferenceDialogFragment,1,0,0,0
android.support.v17.preference.LeanbackPreferenceDialogFragment,androidx.leanback.preference.LeanbackPreferenceDialogFragment,1,0,0,0
android.support.v17.preference.LeanbackPreferenceFragment,androidx.leanback.preference.LeanbackPreferenceFragment,1,0,2,0.0%
android.support.v17.preference.LeanbackPreferenceFragmentTransitionHelperApi21,androidx.leanback.preference.LeanbackPreferenceFragmentTransitionHelperApi21,1,0,0,0
android.support.v17.preference.LeanbackSettingsFragment,androidx.leanback.preference.LeanbackSettingsFragment,1,0,2,0.0%
android.support.v17.preference.LeanbackSettingsRootView,androidx.leanback.preference.LeanbackSettingsRootView,1,0,2,0.0%
android.support.v17.preference.R,androidx.leanback.preference.R,-1,0,0,0
android.support.v4.app.AlarmManagerCompat,androidx.core.app.AlarmManagerCompat,0.9869,0,254,0.0%
android.support.v4.app.AppComponentFactory,androidx.core.app.AppComponentFactory,0.9768,0,2,0.0%
android.support.v4.app.AppLaunchChecker,androidx.core.app.AppLaunchChecker,1,0,2,0.0%
android.support.v4.app.CoreComponentFactory,androidx.core.app.CoreComponentFactory,0.9995,0,35,0.0%
android.support.v4.app.FragmentController,androidx.fragment.app.FragmentController,0.8196,0,17,0.0%
android.support.v4.app.FragmentTransitionCompat21,androidx.fragment.app.FragmentTransitionCompat21,0.9898,0,0,0
android.support.v4.app.NotificationCompatBuilder,androidx.core.app.NotificationCompatBuilder,0.9357,0,0,0
android.support.v4.app.NotificationCompatExtras,androidx.core.app.NotificationCompatExtras,1,0,0,0
android.support.v4.app.NotificationCompatJellybean,androidx.core.app.NotificationCompatJellybean,0.993,0,0,0
android.support.v4.app.NotificationCompatSideChannelService,androidx.core.app.NotificationCompatSideChannelService,1,0,22,0.0%
android.support.v4.app.OneShotPreDrawListener,androidx.fragment.app.OneShotPreDrawListener,-1,0,0,0
android.support.v4.app.Person,androidx.core.app.Person,0.9676,0,74,0.0%
android.support.v4.app.ServiceCompat,androidx.core.app.ServiceCompat,0.993,0,20,0.0%
android.support.v4.app.ShareCompat,androidx.core.app.ShareCompat,0.9701,0,0,0
android.support.v4.content.ContentResolverCompat,androidx.core.content.ContentResolverCompat,0.997,0,20,0.0%
android.support.v4.content.MimeTypeFilter,androidx.core.content.MimeTypeFilter,1,0,13,0.0%
android.support.v4.content.pm.ActivityInfoCompat,androidx.core.content.pm.ActivityInfoCompat,1,0,0,0
android.support.v4.content.pm.PermissionInfoCompat,androidx.core.content.pm.PermissionInfoCompat,0.9795,0,1,0.0%
android.support.v4.content.res.ColorStateListInflaterCompat,androidx.core.content.res.ColorStateListInflaterCompat,0.9797,0,8,0.0%
android.support.v4.content.res.ConfigurationHelper,androidx.core.content.res.ConfigurationHelper,1,0,0,0
android.support.v4.content.res.FontResourcesParserCompat,androidx.core.content.res.FontResourcesParserCompat,0.9997,0,97,0.0%
android.support.v4.content.res.GradientColorInflaterCompat,androidx.core.content.res.GradientColorInflaterCompat,0.9998,0,0,0
android.support.v4.content.res.GrowingArrayUtils,androidx.core.content.res.GrowingArrayUtils,0.9574,0,0,0
android.support.v4.content.SharedPreferencesCompat,androidx.core.content.SharedPreferencesCompat,1,0,0,0
android.support.v4.database.CursorWindowCompat,androidx.core.database.CursorWindowCompat,0.9404,0,0,0
android.support.v4.database.sqlite.SQLiteCursorCompat,androidx.core.database.sqlite.SQLiteCursorCompat,0.9823,0,0,0
android.support.v4.graphics.drawable.WrappedDrawable,androidx.core.graphics.drawable.WrappedDrawable,1,0,80,0.0%
android.support.v4.graphics.drawable.WrappedDrawableApi14,androidx.core.graphics.drawable.WrappedDrawableApi14,0.9276,0,0,0
android.support.v4.graphics.drawable.WrappedDrawableApi21,androidx.core.graphics.drawable.WrappedDrawableApi21,0.9759,0,0,0
android.support.v4.graphics.PaintCompat,androidx.core.graphics.PaintCompat,0.9712,0,25,0.0%
android.support.v4.graphics.PathSegment,androidx.core.graphics.PathSegment,1,0,1,0.0%
android.support.v4.graphics.PathUtils,androidx.core.graphics.PathUtils,0.9727,0,1,0.0%
android.support.v4.graphics.TypefaceCompatApi21Impl,androidx.core.graphics.TypefaceCompatApi21Impl,0.8055,0,0,0
android.support.v4.graphics.TypefaceCompatApi24Impl,androidx.core.graphics.TypefaceCompatApi24Impl,0.975,0,0,0
android.support.v4.graphics.TypefaceCompatApi26Impl,androidx.core.graphics.TypefaceCompatApi26Impl,0.9847,0,0,0
android.support.v4.graphics.TypefaceCompatApi28Impl,androidx.core.graphics.TypefaceCompatApi28Impl,0.962,0,0,0
android.support.v4.graphics.TypefaceCompatBaseImpl,androidx.core.graphics.TypefaceCompatBaseImpl,0.9637,0,12,0.0%
android.support.v4.internal.view.SupportMenu,androidx.core.internal.view.SupportMenu,1,0,2,0.0%
android.support.v4.internal.view.SupportSubMenu,androidx.core.internal.view.SupportSubMenu,1,0,0,0
android.support.v4.net.DatagramSocketWrapper,androidx.core.net.DatagramSocketWrapper,1,0,0,0
android.support.v4.net.TrafficStatsCompat,androidx.core.net.TrafficStatsCompat,0.9982,0,5,0.0%
android.support.v4.os.HandlerCompat,androidx.core.os.HandlerCompat,0.5929,0,170,0.0%
android.support.v4.os.LocaleHelper,androidx.core.os.LocaleHelper,-1,0,0,0
android.support.v4.os.LocaleListHelper,androidx.core.os.LocaleListHelper,-1,0,0,0
android.support.v4.os.LocaleListInterface,androidx.core.os.LocaleListInterface,0.9817,0,53,0.0%
android.support.v4.os.OperationCanceledException,androidx.core.os.OperationCanceledException,0.949,0,249,0.0%
android.support.v4.os.ParcelCompat,androidx.core.os.ParcelCompat,0.6234,0,6,0.0%
android.support.v4.provider.DocumentsContractApi19,androidx.documentfile.provider.DocumentsContractApi19,1,0,2,0.0%
android.support.v4.provider.RawDocumentFile,androidx.documentfile.provider.RawDocumentFile,1,0,1,0.0%
android.support.v4.provider.SelfDestructiveThread,androidx.core.provider.SelfDestructiveThread,0.9994,0,0,0
android.support.v4.provider.SingleDocumentFile,androidx.documentfile.provider.SingleDocumentFile,1,0,3,0.0%
android.support.v4.provider.TreeDocumentFile,androidx.documentfile.provider.TreeDocumentFile,1,0,6,0.0%
android.support.v4.text.ICUCompat,androidx.core.text.ICUCompat,0.9913,0,0,0
android.support.v4.text.PrecomputedTextCompat,androidx.core.text.PrecomputedTextCompat,0.9951,0,84,0.0%
android.support.v4.text.util.FindAddress,androidx.core.text.util.FindAddress,0.9998,0,0,0
android.support.v4.text.util.LinkifyCompat,androidx.core.text.util.LinkifyCompat,0.9969,0,277,0.0%
android.support.v4.util.CircularArray,androidx.collection.CircularArray,0.9999,0,6,0.0%
android.support.v4.util.CircularIntArray,androidx.collection.CircularIntArray,1,0,3,0.0%
android.support.v4.util.Consumer,androidx.core.util.Consumer,1,0,1020,0.0%
android.support.v4.util.ContainerHelpers,androidx.collection.ContainerHelpers,1,0,43,0.0%
android.support.v4.util.MapCollections,androidx.collection.MapCollections,-1,0,5,0.0%
android.support.v4.util.Pools,androidx.core.util.Pools,1,0,1,0.0%
android.support.v4.util.TimeUtils,androidx.core.util.TimeUtils,1,0,16,0.0%
android.support.v4.view.accessibility.AccessibilityWindowInfoCompat,androidx.core.view.accessibility.AccessibilityWindowInfoCompat,0.9868,0,1,0.0%
android.support.v4.view.animation.LookupTableInterpolator,androidx.interpolator.view.animation.LookupTableInterpolator,1,0,74,0.0%
android.support.v4.view.animation.PathInterpolatorApi14,androidx.core.view.animation.PathInterpolatorApi14,1,0,1,0.0%
android.support.v4.view.AsyncLayoutInflater,androidx.asynclayoutinflater.view.AsyncLayoutInflater,1,0,112,0.0%
android.support.v4.view.DisplayCutoutCompat,androidx.core.view.DisplayCutoutCompat,0.7884,0,295,0.0%
android.support.v4.view.InputDeviceCompat,androidx.core.view.InputDeviceCompat,1,0,0,0
android.support.v4.view.KeyEventDispatcher,androidx.core.view.KeyEventDispatcher,0.9988,0,15,0.0%
android.support.v4.view.LayoutInflaterCompat,androidx.core.view.LayoutInflaterCompat,0.9953,0,156,0.0%
android.support.v4.view.LayoutInflaterFactory,androidx.core.view.LayoutInflaterFactory,1,0,0,0
android.support.v4.view.MenuCompat,androidx.core.view.MenuCompat,0.9935,0,18,0.0%
android.support.v4.view.NestedScrollingChild2,androidx.core.view.NestedScrollingChild2,1,0,83,0.0%
android.support.v4.view.NestedScrollingParent2,androidx.core.view.NestedScrollingParent2,1,0,58,0.0%
android.support.v4.view.OnApplyWindowInsetsListener,androidx.core.view.OnApplyWindowInsetsListener,1,0,13,0.0%
android.support.v4.view.TintableBackgroundView,androidx.core.view.TintableBackgroundView,1,0,30,0.0%
android.support.v4.view.ViewPropertyAnimatorUpdateListener,androidx.core.view.ViewPropertyAnimatorUpdateListener,1,0,30,0.0%
android.support.v4.view.WindowCompat,androidx.core.view.WindowCompat,0.8987,0,2124,0.0%
android.support.v4.widget.CircleImageView,androidx.swiperefreshlayout.widget.CircleImageView,0.9939,0,1,0.0%
android.support.v4.widget.CursorFilter,androidx.cursoradapter.widget.CursorFilter,1,0,2,0.0%
android.support.v4.widget.DirectedAcyclicGraph,androidx.coordinatorlayout.widget.DirectedAcyclicGraph,0.9988,0,42,0.0%
android.support.v4.widget.ListPopupWindowCompat,androidx.core.widget.ListPopupWindowCompat,0.9939,0,0,0
android.support.v4.widget.ListViewCompat,androidx.core.widget.ListViewCompat,0.9968,0,26,0.0%
android.support.v4.widget.PopupMenuCompat,androidx.core.widget.PopupMenuCompat,0.9812,0,0,0
android.support.v4.widget.TintableCompoundButton,androidx.core.widget.TintableCompoundButton,1,0,389,0.0%
android.support.v4.widget.TintableImageSourceView,androidx.core.widget.TintableImageSourceView,1,0,20,0.0%
android.support.v4.widget.ViewGroupUtils,androidx.coordinatorlayout.widget.ViewGroupUtils,1,0,20,0.0%
android.support.v7.app.ActionBarDrawerToggleHoneycomb,androidx.appcompat.app.ActionBarDrawerToggleHoneycomb,0.9996,0,0,0
android.support.v7.app.AppCompatCallback,androidx.appcompat.app.AppCompatCallback,1,0,4,0.0%
android.support.v7.app.MediaRouteCastDialog,androidx.mediarouter.app.MediaRouteCastDialog,-1,0,0,0
android.support.v7.app.MediaRouteChooserDialog,androidx.mediarouter.app.MediaRouteChooserDialog,0.9953,0,66,0.0%
android.support.v7.app.MediaRouteChooserDialogFragment,androidx.mediarouter.app.MediaRouteChooserDialogFragment,0.9668,0,86,0.0%
android.support.v7.app.MediaRouteDevicePickerDialog,androidx.mediarouter.app.MediaRouteDevicePickerDialog,-1,0,0,0
android.support.v7.app.MediaRouteDialogHelper,androidx.mediarouter.app.MediaRouteDialogHelper,0.9867,0,0,0
android.support.v7.app.MediaRouteDiscoveryFragment,androidx.mediarouter.app.MediaRouteDiscoveryFragment,0.9978,0,0,0
android.support.v7.app.MediaRouterThemeHelper,androidx.mediarouter.app.MediaRouterThemeHelper,0.9882,0,0,0
android.support.v7.app.MediaRouteVolumeSlider,androidx.mediarouter.app.MediaRouteVolumeSlider,0.9735,0,29,0.0%
android.support.v7.app.OverlayListView,androidx.mediarouter.app.OverlayListView,1,0,28,0.0%
android.support.v7.app.ResourcesFlusher,androidx.appcompat.app.ResourcesFlusher,0.9978,0,2,0.0%
android.support.v7.app.TwilightCalculator,androidx.appcompat.app.TwilightCalculator,1,0,0,0
android.support.v7.app.TwilightManager,androidx.appcompat.app.TwilightManager,0.9911,0,0,0
android.support.v7.appcompat.R,androidx.appcompat.R,-1,0,1,0.0%
android.support.v7.cardview.R,androidx.cardview.R,-1,0,1,0.0%
android.support.v7.graphics.drawable.AnimatedStateListDrawableCompat,androidx.appcompat.graphics.drawable.AnimatedStateListDrawableCompat,0.9714,0,8,0.0%
android.support.v7.graphics.drawable.DrawableContainer,androidx.appcompat.graphics.drawable.DrawableContainer,-1,0,0,0
android.support.v7.graphics.drawable.StateListDrawable,androidx.appcompat.graphics.drawable.StateListDrawable,-1,0,0,0
android.support.v7.gridlayout.R,androidx.gridlayout.R,-1,0,0,0
android.support.v7.internal.widget.PreferenceImageView,androidx.preference.internal.PreferenceImageView,1,0,0,0
android.support.v7.media.MediaControlIntent,androidx.mediarouter.media.MediaControlIntent,1,0,0,0
android.support.v7.media.MediaItemMetadata,androidx.mediarouter.media.MediaItemMetadata,1,0,0,0
android.support.v7.media.MediaItemStatus,androidx.mediarouter.media.MediaItemStatus,0.999,0,12,0.0%
android.support.v7.media.MediaRouteDescriptor,androidx.mediarouter.media.MediaRouteDescriptor,0.9968,0,7,0.0%
android.support.v7.media.MediaRouteDiscoveryRequest,androidx.mediarouter.media.MediaRouteDiscoveryRequest,1,0,2,0.0%
android.support.v7.media.MediaRouteProvider,androidx.mediarouter.media.MediaRouteProvider,0.7392,0,21,0.0%
android.support.v7.media.MediaRouteProviderDescriptor,androidx.mediarouter.media.MediaRouteProviderDescriptor,0.9372,0,3,0.0%
android.support.v7.media.MediaRouteProviderProtocol,androidx.mediarouter.media.MediaRouteProviderProtocol,0.9925,0,0,0
android.support.v7.media.MediaRouteProviderService,androidx.mediarouter.media.MediaRouteProviderService,0.9139,0,4,0.0%
android.support.v7.media.MediaRouterApi24,androidx.mediarouter.media.MediaRouterApi24,1,0,0,0
android.support.v7.media.MediaRouterJellybean,androidx.mediarouter.media.MediaRouterJellybean,0.999,0,0,0
android.support.v7.media.MediaRouterJellybeanMr1,androidx.mediarouter.media.MediaRouterJellybeanMr1,0.9928,0,0,0
android.support.v7.media.MediaRouterJellybeanMr2,androidx.mediarouter.media.MediaRouterJellybeanMr2,1,0,0,0
android.support.v7.media.MediaSessionStatus,androidx.mediarouter.media.MediaSessionStatus,0.9987,0,12,0.0%
android.support.v7.media.RegisteredMediaRouteProvider,androidx.mediarouter.media.RegisteredMediaRouteProvider,0.963,0,0,0
android.support.v7.media.RegisteredMediaRouteProviderWatcher,androidx.mediarouter.media.RegisteredMediaRouteProviderWatcher,0.9783,0,13,0.0%
android.support.v7.media.RemoteControlClientCompat,androidx.mediarouter.media.RemoteControlClientCompat,1,0,0,0
android.support.v7.media.RemotePlaybackClient,androidx.mediarouter.media.RemotePlaybackClient,0.9999,0,2,0.0%
android.support.v7.media.RouteMediaPlayerConnector,androidx.mediarouter.media.RouteMediaPlayerConnector,-1,0,0,0
android.support.v7.media.SystemMediaRouteProvider,androidx.mediarouter.media.SystemMediaRouteProvider,1,0,1,0.0%
android.support.v7.mediarouter.R,androidx.mediarouter.R,-1,0,0,0
android.support.v7.preference.AndroidResources,androidx.preference.AndroidResources,0.9929,0,0,0
android.support.v7.preference.CollapsiblePreferenceGroupController,androidx.preference.CollapsiblePreferenceGroupController,-1,0,1,0.0%
android.support.v7.preference.DropDownPreference,androidx.preference.DropDownPreference,0.9987,0,22,0.0%
android.support.v7.preference.internal.AbstractMultiSelectListPreference,androidx.preference.internal.AbstractMultiSelectListPreference,-1,0,24,0.0%
android.support.v7.preference.PreferenceDataStore,androidx.preference.PreferenceDataStore,1,0,34,0.0%
android.support.v7.preference.PreferenceInflater,androidx.preference.PreferenceInflater,0.9995,0,3,0.0%
android.support.v7.preference.PreferenceRecyclerViewAccessibilityDelegate,androidx.preference.PreferenceRecyclerViewAccessibilityDelegate,1,0,1,0.0%
android.support.v7.preference.PreferenceScreen,androidx.preference.PreferenceScreen,1,0,127,0.0%
android.support.v7.preference.R,androidx.preference.R,-1,0,0,0
android.support.v7.preference.SeekBarPreference,androidx.preference.SeekBarPreference,0.9969,0,96,0.0%
android.support.v7.preference.UnPressableLinearLayout,androidx.preference.UnPressableLinearLayout,1,0,0,0
android.support.v7.recyclerview.extensions.AsyncDifferConfig,androidx.recyclerview.widget.AsyncDifferConfig,1,0,17,0.0%
android.support.v7.recyclerview.R,androidx.recyclerview.R,-1,0,1,0.0%
android.support.v7.util.AsyncListUtil,androidx.recyclerview.widget.AsyncListUtil,1,0,0,0
android.support.v7.util.MessageThreadUtil,androidx.recyclerview.widget.MessageThreadUtil,0.998,0,0,0
android.support.v7.util.ThreadUtil,androidx.recyclerview.widget.ThreadUtil,1,0,0,0
android.support.v7.util.TileList,androidx.recyclerview.widget.TileList,0.999,0,0,0
android.support.v7.view.ActionBarPolicy,androidx.appcompat.view.ActionBarPolicy,1,0,5,0.0%
android.support.v7.view.CollapsibleActionView,androidx.appcompat.view.CollapsibleActionView,1,0,0,0
android.support.v7.view.menu.BaseMenuWrapper,androidx.appcompat.view.menu.BaseMenuWrapper,0.6481,0,12,0.0%
android.support.v7.view.menu.MenuDialogHelper,androidx.appcompat.view.menu.MenuDialogHelper,1,0,0,0
android.support.v7.view.menu.MenuHelper,androidx.appcompat.view.menu.MenuHelper,1,0,1,0.0%
android.support.v7.view.menu.MenuItemWrapperJB,androidx.appcompat.view.menu.MenuItemWrapperJB,-1,0,0,0
android.support.v7.view.menu.MenuPopup,androidx.appcompat.view.menu.MenuPopup,1,0,1,0.0%
android.support.v7.view.menu.MenuWrapperICS,androidx.appcompat.view.menu.MenuWrapperICS,0.9678,0,48,0.0%
android.support.v7.view.menu.ShowableListMenu,androidx.appcompat.view.menu.ShowableListMenu,1,0,10,0.0%
android.support.v7.view.menu.StandardMenuPopup,androidx.appcompat.view.menu.StandardMenuPopup,1,0,1,0.0%
android.support.v7.view.menu.SubMenuWrapperICS,androidx.appcompat.view.menu.SubMenuWrapperICS,0.9455,0,1,0.0%
android.support.v7.view.StandaloneActionMode,androidx.appcompat.view.StandaloneActionMode,0.9996,0,0,0
android.support.v7.view.SupportActionModeWrapper,androidx.appcompat.view.SupportActionModeWrapper,0.9974,0,0,0
android.support.v7.view.ViewPropertyAnimatorCompatSet,androidx.appcompat.view.ViewPropertyAnimatorCompatSet,1,0,13,0.0%
android.support.v7.widget.ActionBarBackgroundDrawable,androidx.appcompat.widget.ActionBarBackgroundDrawable,0.9871,0,0,0
