support,androidx,similarity,manual check
android.support.test.internal.runner.lifecycle.ActivityLifecycleMonitorImpl,androidx.test.internal.runner.lifecycle.ActivityLifecycleMonitorImpl,98.23%,1
android.support.test.espresso.web.internal.deps.guava.base.Throwables,androidx.test.espresso.web.internal.deps.guava.base.Throwables,96.01%,1
android.support.test.espresso.core.internal.deps.guava.base.Throwables,androidx.test.espresso.core.internal.deps.guava.base.Throwables,96.01%,1
android.support.test.espresso.remote.internal.deps.protobuf.Utf8,androidx.test.espresso.remote.internal.deps.protobuf.Utf8,98.25%,1
android.support.constraint.motion.KeyFrames,androidx.constraintlayout.motion.widget.KeyFrames,98.25%,1
android.support.test.espresso.core.internal.deps.guava.collect.ImmutableCollection,androidx.test.espresso.core.internal.deps.guava.collect.ImmutableCollection,98.28%,1
android.support.test.espresso.web.internal.deps.guava.collect.ImmutableCollection,androidx.test.espresso.web.internal.deps.guava.collect.ImmutableCollection,98.28%,1
android.support.test.espresso.remote.internal.deps.guava.collect.ImmutableCollection,androidx.test.espresso.remote.internal.deps.guava.collect.ImmutableCollection,98.28%,1
android.support.test.espresso.web.internal.deps.guava.util.concurrent.Uninterruptibles,androidx.test.espresso.web.internal.deps.guava.util.concurrent.Uninterruptibles,98.33%,1
android.support.test.espresso.core.internal.deps.guava.util.concurrent.Uninterruptibles,androidx.test.espresso.core.internal.deps.guava.util.concurrent.Uninterruptibles,98.33%,1
android.support.test.espresso.remote.internal.deps.guava.util.concurrent.Uninterruptibles,androidx.test.espresso.remote.internal.deps.guava.util.concurrent.Uninterruptibles,98.33%,1
android.support.test.services.shellexecutor.ShellCommandExecutorServer,androidx.test.services.shellexecutor.ShellCommandExecutorServer,98.39%,1
android.support.test.espresso.core.internal.deps.guava.base.Preconditions,androidx.test.espresso.core.internal.deps.guava.base.Preconditions,98.45%,1
android.support.test.internal.runner.listener.InstrumentationRunListener,androidx.test.internal.runner.listener.InstrumentationRunListener,98.47%,1
android.support.test.espresso.remote.internal.deps.guava.util.concurrent.AbstractFuture,androidx.test.espresso.remote.internal.deps.guava.util.concurrent.AbstractFuture,98.47%,1
android.support.test.espresso.web.internal.deps.guava.util.concurrent.AbstractFuture,androidx.test.espresso.web.internal.deps.guava.util.concurrent.AbstractFuture,98.47%,1
android.support.test.internal.runner.junit4.statement.RunAfters,androidx.test.internal.runner.junit4.statement.RunAfters,98.50%,1
android.support.test.espresso.core.internal.deps.guava.util.concurrent.AbstractFuture,androidx.test.espresso.core.internal.deps.guava.util.concurrent.AbstractFuture,98.52%,1
android.support.test.espresso.remote.internal.deps.protobuf.ArrayDecoders,androidx.test.espresso.remote.internal.deps.protobuf.ArrayDecoders,98.52%,1
android.support.test.espresso.remote.internal.deps.protobuf.RopeByteString,androidx.wear.protolayout.protobuf.RopeByteString,98.54%,0
android.support.test.espresso.remote.internal.deps.protobuf.UnsafeUtil,androidx.wear.tiles.protobuf.UnsafeUtil,98.54%,0
android.support.test.espresso.web.internal.deps.guava.base.Preconditions,androidx.test.espresso.web.internal.deps.guava.base.Preconditions,98.56%,1
android.support.test.espresso.remote.internal.deps.guava.base.Preconditions,androidx.test.espresso.remote.internal.deps.guava.base.Preconditions,98.56%,1
android.support.test.services.speakeasy.client.ToolConnection,androidx.test.services.speakeasy.client.ToolConnection,98.56%,1
android.support.test.espresso.remote.internal.deps.guava.base.Suppliers,androidx.test.espresso.remote.internal.deps.guava.base.Suppliers,98.61%,1
android.support.test.espresso.core.internal.deps.guava.base.Suppliers,androidx.test.espresso.core.internal.deps.guava.base.Suppliers,98.61%,1
android.support.test.espresso.web.internal.deps.guava.base.Suppliers,androidx.test.espresso.web.internal.deps.guava.base.Suppliers,98.61%,1
android.support.test.internal.runner.junit4.statement.RunBefores,androidx.test.internal.runner.junit4.statement.RunBefores,98.63%,1
android.support.test.espresso.remote.internal.deps.protobuf.ListFieldSchema,androidx.test.espresso.remote.internal.deps.protobuf.ListFieldSchema,97.20%,1
android.support.test.espresso.remote.internal.deps.guava.base.Throwables,androidx.test.espresso.remote.internal.deps.guava.base.Throwables,96.01%,1
android.support.test.espresso.remote.internal.deps.protobuf.ExtensionRegistryFactory,androidx.test.espresso.remote.internal.deps.protobuf.ExtensionRegistryFactory,98.38%,1
android.support.test.internal.runner.intent.IntentMonitorImpl,androidx.test.internal.runner.intent.IntentMonitorImpl,98.70%,1
android.support.constraint.motion.MotionController,androidx.constraintlayout.motion.widget.MotionController,98.72%,1
android.support.constraint.motion.MotionPaths,androidx.constraintlayout.motion.widget.MotionPaths,98.73%,1
android.support.test.espresso.remote.internal.deps.protobuf.LazyField,androidx.test.espresso.remote.internal.deps.protobuf.LazyField,98.75%,1
android.support.test.services.speakeasy.client.AppConnection,androidx.test.services.speakeasy.client.AppConnection,98.78%,1
android.support.test.orchestrator.listeners.TextListener,androidx.test.orchestrator.listeners.TextListener,98.79%,1
android.support.test.espresso.remote.internal.deps.guava.util.concurrent.TrustedListenableFutureTask,androidx.test.espresso.remote.internal.deps.guava.util.concurrent.TrustedListenableFutureTask,98.85%,1
android.support.test.espresso.core.internal.deps.guava.util.concurrent.TrustedListenableFutureTask,androidx.test.espresso.core.internal.deps.guava.util.concurrent.TrustedListenableFutureTask,98.85%,1
android.support.test.espresso.remote.internal.deps.protobuf.Android,androidx.test.espresso.remote.internal.deps.protobuf.Android,98.85%,1
android.support.test.espresso.web.internal.deps.guava.util.concurrent.TrustedListenableFutureTask,androidx.test.espresso.web.internal.deps.guava.util.concurrent.TrustedListenableFutureTask,98.85%,1
android.support.test.internal.util.ParcelableIBinder,androidx.test.internal.util.ParcelableIBinder,98.89%,1
android.support.test.internal.runner.TestSize,androidx.test.internal.runner.TestSize,98.96%,1
android.support.test.espresso.remote.internal.deps.protobuf.GeneratedExtensionRegistryLoader,androidx.test.espresso.remote.internal.deps.protobuf.GeneratedExtensionRegistryLoader,98.98%,1
android.support.test.espresso.remote.internal.deps.protobuf.FieldSet,androidx.test.espresso.remote.internal.deps.protobuf.FieldSet,98.99%,1
android.support.test.espresso.remote.internal.deps.protobuf.AbstractMessageLite,androidx.test.espresso.remote.internal.deps.protobuf.AbstractMessageLite,99.04%,1
android.support.test.espresso.remote.internal.deps.guava.base.Joiner,androidx.test.espresso.remote.internal.deps.guava.base.Joiner,99.05%,1
android.support.test.espresso.web.internal.deps.guava.base.Joiner,androidx.test.espresso.web.internal.deps.guava.base.Joiner,99.05%,1
android.support.test.espresso.core.internal.deps.guava.base.Joiner,androidx.test.espresso.core.internal.deps.guava.base.Joiner,99.05%,1
android.support.constraint.motion.utils.Oscillator,androidx.constraintlayout.core.motion.utils.Oscillator,99.13%,1
android.support.test.espresso.remote.internal.deps.guava.util.concurrent.ForwardingListenableFuture,androidx.test.espresso.remote.internal.deps.guava.util.concurrent.ForwardingListenableFuture,99.14%,1
android.support.test.espresso.core.internal.deps.guava.util.concurrent.ForwardingListenableFuture,androidx.test.espresso.core.internal.deps.guava.util.concurrent.ForwardingListenableFuture,99.14%,1
android.support.test.espresso.web.internal.deps.guava.util.concurrent.ForwardingListenableFuture,androidx.test.espresso.web.internal.deps.guava.util.concurrent.ForwardingListenableFuture,99.14%,1
android.support.test.internal.runner.InstrumentationConnection,androidx.test.internal.runner.InstrumentationConnection,99.15%,1
android.support.constraint.motion.KeyCache,androidx.constraintlayout.core.motion.utils.KeyCache,99.18%,1
android.support.test.espresso.core.internal.deps.guava.collect.Iterables,androidx.test.espresso.core.internal.deps.guava.collect.Iterables,99.19%,1
android.support.test.espresso.remote.internal.deps.guava.collect.Iterables,androidx.test.espresso.remote.internal.deps.guava.collect.Iterables,99.19%,1
android.support.test.espresso.web.internal.deps.guava.collect.Iterables,androidx.test.espresso.web.internal.deps.guava.collect.Iterables,99.19%,1
android.support.test.espresso.core.internal.deps.guava.collect.Maps,androidx.test.espresso.core.internal.deps.guava.collect.Maps,99.21%,1
android.support.test.services.speakeasy.server.SpeakEasyService,androidx.test.services.speakeasy.server.SpeakEasyService,99.21%,1
android.support.test.espresso.remote.internal.deps.guava.collect.Maps,androidx.test.espresso.remote.internal.deps.guava.collect.Maps,99.21%,1
android.support.test.espresso.web.internal.deps.guava.collect.Maps,androidx.test.espresso.web.internal.deps.guava.collect.Maps,99.21%,1
android.support.constraint.motion.MotionHelper,androidx.constraintlayout.motion.widget.MotionHelper,99.24%,1
android.support.wearable.internal.aidl.Codecs,androidx.test.runner.internal.deps.aidl.Codecs,99.24%,1
android.support.test.espresso.remote.internal.deps.protobuf.ManifestSchemaFactory,androidx.test.espresso.remote.internal.deps.protobuf.ManifestSchemaFactory,99.25%,1
android.support.test.runner.internal.deps.aidl.BaseStub,androidx.test.espresso.remote.internal.deps.aidl.BaseStub,99.25%,0
android.support.wearable.internal.aidl.BaseStub,androidx.test.espresso.remote.internal.deps.aidl.BaseStub,99.25%,0
android.support.test.espresso.remote.internal.deps.aidl.BaseStub,androidx.test.espresso.remote.internal.deps.aidl.BaseStub,99.25%,1
android.support.test.espresso.web.internal.deps.aidl.BaseStub,androidx.test.espresso.web.internal.deps.aidl.BaseStub,99.25%,1
android.support.test.espresso.core.internal.deps.aidl.BaseStub,androidx.test.espresso.core.internal.deps.aidl.BaseStub,99.25%,1
android.support.test.services.speakeasy.server.SpeakEasy,androidx.test.services.speakeasy.server.SpeakEasy,99.26%,1
android.support.test.runner.internal.deps.aidl.Codecs,androidx.test.runner.internal.deps.aidl.Codecs,99.26%,1
android.support.test.internal.runner.listener.LogRunListener,androidx.test.internal.runner.listener.LogRunListener,99.32%,1
android.support.constraint.motion.utils.ArcCurveFit,androidx.constraintlayout.core.motion.utils.ArcCurveFit,99.33%,1
android.support.test.orchestrator.AndroidTestOrchestrator,androidx.test.orchestrator.AndroidTestOrchestrator,99.34%,1
android.support.constraint.motion.TouchResponse,androidx.constraintlayout.motion.widget.TouchResponse,99.34%,1
android.support.test.espresso.remote.internal.deps.guava.collect.AbstractSequentialIterator,androidx.test.espresso.remote.internal.deps.guava.collect.AbstractSequentialIterator,99.36%,1
android.support.test.espresso.web.internal.deps.guava.collect.AbstractSequentialIterator,androidx.test.espresso.web.internal.deps.guava.collect.AbstractSequentialIterator,99.36%,1
android.support.test.espresso.core.internal.deps.guava.collect.AbstractSequentialIterator,androidx.test.espresso.core.internal.deps.guava.collect.AbstractSequentialIterator,99.36%,1
android.support.test.espresso.remote.internal.deps.protobuf.ByteString,androidx.test.espresso.remote.internal.deps.protobuf.ByteString,99.37%,1
android.support.test.orchestrator.CallbackLogic,androidx.test.orchestrator.CallbackLogic,99.38%,1
android.support.wearable.complications.rendering.ComplicationRenderer,androidx.wear.watchface.complications.rendering.ComplicationRenderer,99.43%,1
android.support.test.espresso.remote.internal.deps.protobuf.GeneratedMessageLite,androidx.test.espresso.remote.internal.deps.protobuf.GeneratedMessageLite,99.43%,1
android.support.constraint.ConstraintAttribute,androidx.constraintlayout.widget.ConstraintAttribute,99.43%,1
android.support.test.espresso.remote.internal.deps.protobuf.NioByteString,androidx.test.espresso.remote.internal.deps.protobuf.NioByteString,99.44%,1
android.support.constraint.motion.utils.MonotonicCurveFit,androidx.constraintlayout.core.motion.utils.MonotonicCurveFit,99.44%,1
android.support.constraint.motion.utils.Easing,androidx.constraintlayout.core.motion.utils.Easing,99.47%,1
android.support.test.espresso.remote.internal.deps.protobuf.InvalidProtocolBufferException,androidx.test.espresso.remote.internal.deps.protobuf.InvalidProtocolBufferException,99.48%,1
android.support.test.espresso.remote.internal.deps.guava.base.Present,androidx.test.espresso.remote.internal.deps.guava.base.Present,99.49%,1
android.support.test.services.speakeasy.SpeakEasyProtocol,androidx.test.services.speakeasy.SpeakEasyProtocol,99.49%,1
android.support.test.espresso.core.internal.deps.guava.base.Present,androidx.test.espresso.core.internal.deps.guava.base.Present,99.49%,1
android.support.test.espresso.web.internal.deps.guava.base.Present,androidx.test.espresso.web.internal.deps.guava.base.Present,99.49%,1
android.support.test.espresso.remote.internal.deps.guava.collect.Range,androidx.test.espresso.remote.internal.deps.guava.collect.Range,99.50%,1
android.support.test.espresso.core.internal.deps.guava.collect.Range,androidx.test.espresso.core.internal.deps.guava.collect.Range,99.50%,1
android.support.test.espresso.web.internal.deps.guava.collect.Range,androidx.test.espresso.web.internal.deps.guava.collect.Range,99.50%,1
android.support.test.jank.internal.JankMonitorFactory,androidx.test.jank.internal.JankMonitorFactory,99.51%,1
android.support.test.espresso.remote.internal.deps.protobuf.MessageSetSchema,androidx.test.espresso.remote.internal.deps.protobuf.MessageSetSchema,99.53%,1
android.support.test.espresso.web.internal.deps.guava.cache.ForwardingCache,androidx.test.espresso.web.internal.deps.guava.cache.ForwardingCache,99.54%,1
android.support.test.espresso.remote.internal.deps.protobuf.Any,androidx.test.espresso.remote.internal.deps.protobuf.Any,99.54%,1
android.support.test.espresso.core.internal.deps.guava.cache.ForwardingCache,androidx.test.espresso.core.internal.deps.guava.cache.ForwardingCache,99.54%,1
android.support.test.espresso.remote.internal.deps.guava.cache.ForwardingCache,androidx.test.espresso.remote.internal.deps.guava.cache.ForwardingCache,99.54%,1
android.support.test.internal.runner.junit3.JUnit38ClassRunner,org.junit.internal.runners.JUnit38ClassRunner,99.55%,1
android.support.test.espresso.core.internal.deps.guava.collect.RegularImmutableList,androidx.test.espresso.core.internal.deps.guava.collect.RegularImmutableList,99.56%,1
android.support.test.espresso.web.internal.deps.guava.collect.RegularImmutableList,androidx.test.espresso.web.internal.deps.guava.collect.RegularImmutableList,99.56%,1
android.support.test.espresso.core.internal.deps.guava.cache.LocalCache,androidx.test.espresso.core.internal.deps.guava.cache.LocalCache,99.58%,1
android.support.test.espresso.web.internal.deps.guava.cache.LocalCache,androidx.test.espresso.web.internal.deps.guava.cache.LocalCache,99.58%,1
android.support.test.espresso.remote.internal.deps.guava.cache.LocalCache,androidx.test.espresso.remote.internal.deps.guava.cache.LocalCache,99.58%,1
android.support.test.espresso.remote.internal.deps.guava.cache.LongAdder,androidx.test.espresso.remote.internal.deps.guava.cache.LongAdder,99.59%,1
android.support.test.espresso.core.internal.deps.guava.cache.LongAdder,androidx.test.espresso.core.internal.deps.guava.cache.LongAdder,99.59%,1
android.support.test.espresso.web.internal.deps.guava.cache.LongAdder,androidx.test.espresso.web.internal.deps.guava.cache.LongAdder,99.59%,1
android.support.test.espresso.core.internal.deps.guava.collect.RegularImmutableSet,androidx.test.espresso.core.internal.deps.guava.collect.RegularImmutableSet,99.59%,1
android.support.test.espresso.web.internal.deps.guava.collect.RegularImmutableSet,androidx.test.espresso.web.internal.deps.guava.collect.RegularImmutableSet,99.59%,1
android.support.wearable.internal.SharedLibraryVersion,androidx.wear.input.SharedLibraryVersion,99.60%,1
android.support.test.espresso.remote.internal.deps.protobuf.Internal,androidx.test.espresso.remote.internal.deps.protobuf.Internal,99.61%,1
android.support.constraint.motion.KeyPosition,androidx.constraintlayout.motion.widget.KeyPosition,99.62%,1
android.support.constraint.VirtualLayout,androidx.constraintlayout.widget.VirtualLayout,99.67%,1
android.support.test.espresso.core.internal.deps.guava.collect.ImmutableSet,androidx.test.espresso.core.internal.deps.guava.collect.ImmutableSet,99.71%,1
android.support.test.espresso.remote.internal.deps.guava.collect.RegularImmutableList,androidx.test.espresso.remote.internal.deps.guava.collect.RegularImmutableList,99.71%,1
android.support.constraint.motion.MotionConstrainedPoint,androidx.constraintlayout.motion.widget.MotionConstrainedPoint,99.72%,1
android.support.test.espresso.remote.internal.deps.guava.collect.RegularImmutableSet,androidx.test.espresso.remote.internal.deps.guava.collect.RegularImmutableSet,99.74%,1
android.support.constraint.StateSet,androidx.constraintlayout.widget.StateSet,99.77%,1
android.support.test.espresso.core.internal.deps.guava.base.Stopwatch,androidx.test.espresso.core.internal.deps.guava.base.Stopwatch,99.77%,1
android.support.test.espresso.remote.internal.deps.guava.util.concurrent.ForwardingFuture,androidx.test.espresso.remote.internal.deps.guava.util.concurrent.ForwardingFuture,99.77%,1
android.support.test.espresso.remote.internal.deps.guava.base.Stopwatch,androidx.test.espresso.remote.internal.deps.guava.base.Stopwatch,99.77%,1
android.support.test.espresso.web.internal.deps.guava.util.concurrent.ForwardingFuture,androidx.test.espresso.web.internal.deps.guava.util.concurrent.ForwardingFuture,99.77%,1
android.support.test.espresso.web.internal.deps.guava.base.Stopwatch,androidx.test.espresso.web.internal.deps.guava.base.Stopwatch,99.77%,1
android.support.test.espresso.core.internal.deps.guava.util.concurrent.ForwardingFuture,androidx.test.espresso.core.internal.deps.guava.util.concurrent.ForwardingFuture,99.77%,1
android.support.test.espresso.remote.internal.deps.protobuf.ProtoSyntax,androidx.test.espresso.remote.internal.deps.protobuf.ProtoSyntax,99.78%,1
android.support.constraint.motion.utils.LinearCurveFit,androidx.constraintlayout.core.motion.utils.LinearCurveFit,99.78%,1
android.support.test.espresso.remote.internal.deps.guava.cache.CacheBuilder,androidx.test.espresso.remote.internal.deps.guava.cache.CacheBuilder,99.79%,1
android.support.test.espresso.web.internal.deps.guava.cache.CacheBuilder,androidx.test.espresso.web.internal.deps.guava.cache.CacheBuilder,99.79%,1
android.support.test.espresso.core.internal.deps.guava.cache.CacheBuilder,androidx.test.espresso.core.internal.deps.guava.cache.CacheBuilder,99.79%,1
android.support.constraint.motion.KeyCycle,androidx.constraintlayout.motion.widget.KeyCycle,99.79%,1
android.support.constraint.motion.MotionLayout,androidx.constraintlayout.motion.widget.MotionLayout,99.79%,1
android.support.media2.subtitle.ClosedCaptionWidget,androidx.media2.subtitle.ClosedCaptionWidget,99.79%,1
android.support.test.espresso.remote.internal.deps.guava.collect.ImmutableSet,androidx.test.espresso.remote.internal.deps.guava.collect.ImmutableSet,99.81%,1
android.support.test.espresso.web.internal.deps.guava.collect.ImmutableSet,androidx.test.espresso.web.internal.deps.guava.collect.ImmutableSet,99.81%,1
android.support.test.espresso.remote.internal.deps.guava.collect.AbstractIterator,androidx.test.espresso.remote.internal.deps.guava.collect.AbstractIterator,99.82%,1
android.support.test.espresso.web.internal.deps.guava.collect.AbstractIterator,androidx.test.espresso.web.internal.deps.guava.collect.AbstractIterator,99.82%,1
android.support.wearable.complications.rendering.TextRenderer,androidx.wear.watchface.complications.rendering.TextRenderer,99.82%,1
android.support.test.espresso.core.internal.deps.guava.collect.AbstractIterator,androidx.test.espresso.core.internal.deps.guava.collect.AbstractIterator,99.82%,1
android.support.constraint.motion.KeyTimeCycle,androidx.constraintlayout.motion.widget.KeyTimeCycle,99.83%,1
android.support.test.espresso.web.internal.deps.guava.collect.ComparatorOrdering,androidx.test.espresso.web.internal.deps.guava.collect.ComparatorOrdering,99.83%,1
android.support.test.espresso.remote.internal.deps.guava.collect.ComparatorOrdering,androidx.test.espresso.remote.internal.deps.guava.collect.ComparatorOrdering,99.83%,1
android.support.test.espresso.core.internal.deps.guava.collect.ComparatorOrdering,androidx.test.espresso.core.internal.deps.guava.collect.ComparatorOrdering,99.83%,1
android.support.constraint.motion.KeyAttributes,androidx.constraintlayout.motion.widget.KeyAttributes,99.85%,1
android.support.test.espresso.remote.internal.deps.protobuf.Writer,androidx.test.espresso.remote.internal.deps.protobuf.Writer,99.85%,1
android.support.wearable.input.WearableButtons,androidx.wear.input.WearableButtons,99.85%,1
android.support.test.espresso.remote.internal.deps.protobuf.DoubleArrayList,androidx.test.espresso.remote.internal.deps.protobuf.DoubleArrayList,99.87%,1
android.support.test.espresso.remote.internal.deps.protobuf.BooleanArrayList,androidx.test.espresso.remote.internal.deps.protobuf.BooleanArrayList,99.89%,1
android.support.test.services.shellexecutor.BlockingFind,androidx.test.services.shellexecutor.BlockingFind,99.89%,1
android.support.constraint.motion.MotionScene,androidx.constraintlayout.motion.widget.MotionScene,99.89%,1
android.support.test.espresso.remote.internal.deps.protobuf.UnknownFieldSetLite,androidx.test.espresso.remote.internal.deps.protobuf.UnknownFieldSetLite,99.89%,1
android.support.test.espresso.remote.internal.deps.protobuf.FloatArrayList,androidx.test.espresso.remote.internal.deps.protobuf.FloatArrayList,99.89%,1
android.support.test.espresso.core.internal.deps.guava.base.AbstractIterator,androidx.test.espresso.core.internal.deps.guava.base.AbstractIterator,99.90%,1
android.support.constraint.ConstraintProperties,androidx.constraintlayout.widget.ConstraintProperties,99.90%,1
android.support.test.services.shellexecutor.BlockingPublish,androidx.test.services.shellexecutor.BlockingPublish,99.90%,1
android.support.test.espresso.remote.internal.deps.guava.base.AbstractIterator,androidx.test.espresso.remote.internal.deps.guava.base.AbstractIterator,99.90%,1
android.support.test.espresso.remote.internal.deps.protobuf.LongArrayList,androidx.test.espresso.remote.internal.deps.protobuf.LongArrayList,99.90%,1
android.support.test.espresso.web.internal.deps.guava.base.AbstractIterator,androidx.test.espresso.web.internal.deps.guava.base.AbstractIterator,99.90%,1
android.support.test.espresso.remote.internal.deps.protobuf.CodedInputStream,androidx.test.espresso.remote.internal.deps.protobuf.CodedInputStream,99.91%,1
android.support.media2.subtitle.SubtitleView,androidx.media2.subtitle.SubtitleView,99.91%,1
android.support.constraint.motion.Debug,androidx.constraintlayout.motion.widget.Debug,99.91%,1
android.support.test.espresso.remote.internal.deps.guava.collect.Iterators,androidx.test.espresso.remote.internal.deps.guava.collect.Iterators,99.92%,1
android.support.test.espresso.remote.internal.deps.guava.cache.RemovalCause,androidx.test.espresso.remote.internal.deps.guava.cache.RemovalCause,99.92%,1
android.support.test.espresso.core.internal.deps.guava.cache.RemovalCause,androidx.test.espresso.core.internal.deps.guava.cache.RemovalCause,99.92%,1
android.support.constraint.ConstraintLayoutStates,androidx.constraintlayout.widget.ConstraintLayoutStates,99.92%,1
android.support.test.espresso.core.internal.deps.guava.collect.Iterators,androidx.test.espresso.core.internal.deps.guava.collect.Iterators,99.92%,1
android.support.test.espresso.web.internal.deps.guava.collect.Iterators,androidx.test.espresso.web.internal.deps.guava.collect.Iterators,99.92%,1
android.support.media2.subtitle.ClosedCaptionRenderer,androidx.media2.subtitle.ClosedCaptionRenderer,99.92%,1
android.support.test.espresso.web.internal.deps.guava.cache.RemovalCause,androidx.test.espresso.web.internal.deps.guava.cache.RemovalCause,99.92%,1
android.support.test.espresso.remote.internal.deps.protobuf.CodedOutputStream,androidx.test.espresso.remote.internal.deps.protobuf.CodedOutputStream,99.92%,1
android.support.constraint.helper.Flow,androidx.constraintlayout.helper.widget.Flow,99.93%,1
android.support.media2.subtitle.Cea708CaptionRenderer,androidx.media2.subtitle.Cea708CaptionRenderer,99.93%,1
android.support.test.espresso.web.internal.deps.guava.cache.Striped64,androidx.test.espresso.web.internal.deps.guava.cache.Striped64,99.93%,1
android.support.test.espresso.core.internal.deps.guava.cache.Striped64,androidx.test.espresso.core.internal.deps.guava.cache.Striped64,99.93%,1
android.support.test.services.shellexecutor.ShellMain,androidx.test.services.shellexecutor.ShellMain,99.93%,1
android.support.test.espresso.remote.internal.deps.guava.cache.Striped64,androidx.test.espresso.remote.internal.deps.guava.cache.Striped64,99.93%,1
android.support.test.espresso.remote.internal.deps.protobuf.JavaType,androidx.test.espresso.remote.internal.deps.protobuf.JavaType,99.93%,1
android.support.test.espresso.remote.internal.deps.guava.collect.ObjectArrays,androidx.test.espresso.remote.internal.deps.guava.collect.ObjectArrays,99.94%,1
android.support.test.espresso.web.internal.deps.guava.collect.ObjectArrays,androidx.test.espresso.web.internal.deps.guava.collect.ObjectArrays,99.94%,1
android.support.test.espresso.remote.internal.deps.protobuf.SmallSortedMap,androidx.test.espresso.remote.internal.deps.protobuf.SmallSortedMap,99.94%,1
android.support.test.espresso.remote.internal.deps.protobuf.SchemaUtil,androidx.test.espresso.remote.internal.deps.protobuf.SchemaUtil,99.94%,1
android.support.test.espresso.core.internal.deps.guava.collect.ObjectArrays,androidx.test.espresso.core.internal.deps.guava.collect.ObjectArrays,99.94%,1
android.support.constraint.motion.utils.VelocityMatrix,androidx.constraintlayout.core.motion.utils.VelocityMatrix,99.95%,1
android.support.test.espresso.remote.internal.deps.protobuf.IntArrayList,androidx.test.espresso.remote.internal.deps.protobuf.IntArrayList,99.95%,1
android.support.test.espresso.core.internal.deps.guava.collect.Lists,androidx.test.espresso.core.internal.deps.guava.collect.Lists,99.96%,1
android.support.test.espresso.remote.internal.deps.guava.collect.Cut,androidx.test.espresso.remote.internal.deps.guava.collect.Cut,99.96%,1
android.support.test.espresso.web.internal.deps.guava.collect.ImmutableList,androidx.test.espresso.web.internal.deps.guava.collect.ImmutableList,99.96%,1
android.support.test.espresso.core.internal.deps.guava.collect.ImmutableList,androidx.test.espresso.core.internal.deps.guava.collect.ImmutableList,99.96%,1
android.support.test.espresso.core.internal.deps.guava.collect.Cut,androidx.test.espresso.core.internal.deps.guava.collect.Cut,99.96%,1
android.support.test.espresso.remote.internal.deps.protobuf.UnmodifiableLazyStringList,android.support.test.espresso.remote.internal.deps.protobuf.UnmodifiableLazyStringList,99.96%,1
android.support.test.espresso.web.internal.deps.guava.collect.Cut,androidx.test.espresso.web.internal.deps.guava.collect.Cut,99.96%,1
android.support.test.espresso.remote.internal.deps.protobuf.LazyFieldLite,androidx.test.espresso.remote.internal.deps.protobuf.LazyFieldLite,99.96%,1
android.support.test.espresso.web.internal.deps.guava.collect.Lists,androidx.test.espresso.web.internal.deps.guava.collect.Lists,99.96%,1
android.support.test.espresso.remote.internal.deps.protobuf.LazyStringArrayList,androidx.test.espresso.remote.internal.deps.protobuf.LazyStringArrayList,99.96%,1
android.support.test.espresso.core.internal.deps.guava.util.concurrent.ThreadFactoryBuilder,androidx.test.espresso.core.internal.deps.guava.util.concurrent.ThreadFactoryBuilder,99.97%,1
android.support.constraint.solver.state.State,androidx.constraintlayout.solver.state.State,99.97%,1
android.support.test.espresso.web.internal.deps.guava.util.concurrent.ThreadFactoryBuilder,androidx.test.espresso.web.internal.deps.guava.util.concurrent.ThreadFactoryBuilder,99.97%,1
android.support.test.espresso.remote.internal.deps.guava.util.concurrent.ThreadFactoryBuilder,androidx.test.espresso.remote.internal.deps.guava.util.concurrent.ThreadFactoryBuilder,99.97%,1
android.support.test.espresso.remote.internal.deps.protobuf.ExtensionSchemaLite,androidx.test.espresso.remote.internal.deps.protobuf.ExtensionSchemaLite,99.97%,1
android.support.test.espresso.remote.internal.deps.protobuf.CodedOutputStreamWriter,androidx.test.espresso.remote.internal.deps.protobuf.CodedOutputStreamWriter,99.97%,1
android.support.constraint.motion.utils.HyperSpline,androidx.constraintlayout.core.motion.utils.HyperSpline,99.98%,1
android.support.test.espresso.remote.internal.deps.protobuf.AbstractParser,androidx.test.espresso.remote.internal.deps.protobuf.AbstractParser,99.98%,1
android.support.test.espresso.core.internal.deps.guava.base.Optional,androidx.test.espresso.core.internal.deps.guava.base.Optional,99.98%,1
android.support.media2.subtitle.SubtitleTrack,androidx.media2.subtitle.SubtitleTrack,99.98%,1
android.support.test.espresso.web.internal.deps.guava.base.Optional,androidx.test.espresso.web.internal.deps.guava.base.Optional,99.98%,1
android.support.test.espresso.remote.internal.deps.protobuf.MessageSchema,androidx.test.espresso.remote.internal.deps.protobuf.MessageSchema,99.98%,1
android.support.test.espresso.remote.internal.deps.protobuf.FieldType,androidx.test.espresso.remote.internal.deps.protobuf.FieldType,99.99%,1
android.support.test.espresso.remote.internal.deps.protobuf.CodedInputStreamReader,androidx.test.espresso.remote.internal.deps.protobuf.CodedInputStreamReader,99.99%,1
android.support.constraint.motion.DesignTool,androidx.constraintlayout.motion.widget.DesignTool,99.99%,1
android.support.constraint.solver.widgets.analyzer.DependencyNode,androidx.constraintlayout.solver.widgets.analyzer.DependencyNode,99.99%,1
android.support.test.jank.internal.GfxMonitorImpl,androidx.test.jank.internal.GfxMonitorImpl,99.99%,1
android.support.test.espresso.remote.internal.deps.protobuf.MapFieldLite,androidx.test.espresso.remote.internal.deps.protobuf.MapFieldLite,99.99%,1
